,count_x,title,poster,release_date,over_view
140,140,스위트홈,/t/p/w94_and_h141_bestv2/eNfNu9sJ2eVmMcbrKpgEovPoyB8.jpg,"12월 18, 2020","끔찍한 사고로 가족을 모두 잃은 외톨이 고등학생 현수는 그린 홈이라는 낡은 아파트 단지로 이사한다. 절망에 빠진 그는 점차 그린 홈에 관한 비밀을 깨닫는다. 왜곡된 인간 욕망을 여러 가지 형태로 투영하면서 인류를 몰아내려는 괴물이 그린 홈을 둘러싸고 있으며, 자신을 포함해 그린 홈 주민들은 그 괴물들에 갇혀있다는 사실을."
141,141,하프 배드: 선 & 데빌,/t/p/w94_and_h141_bestv2/lyjF7rKHw0ZIIiuhFB9MUQ7kLnJ.jpg,"10월 28, 2022",전쟁 중인 두 종족 사이에 운명적으로 끼게 된 소년. 끔찍한 학살을 일으킨 악명 높은 마법사의 아들인 그가 세상 속에서 자신의 자리와 능력을 찾으려 한다.
142,142,스마일리,/t/p/w94_and_h141_bestv2/b9EDtDLIVHKpErMpNSREw1KcDOj.jpg,"12월  7, 2022","두 남자와 친구들이 바르셀로나에서 진정한 사랑을 찾아 헤맨다. 망설임과 불안함, 놓쳐 버린 수많은 기회들로 가득한 이곳. 이들은 그토록 바라던 사랑을 만날 수 있을까?"
143,143,마드리드 모던걸,/t/p/w94_and_h141_bestv2/vOaiWhBzT6PPC9AXhBq8VOOzOF1.jpg,"4월 28, 2017",여성이 장식품에 불과하던 1920년대. 통신회사 교환원은 자유와 독립을 상징하는 꿈의 전문직이었다. 모던걸들이 마드리드에서 사랑과 우정의 이야기를 펼친다.
144,144,마블 루크 케이지,/t/p/w94_and_h141_bestv2/quTfV803fGaSADzTeEqCbIZnt9d.jpg,"9월 30, 2016","2016년 9월 Netflix에서 방영을 시작한 드라마. 억울하게 누명을 쓰고 범죄자 신세가 된 루크 케이지는, 스타크 인터내셔널에서 닥터 노아 번스틴이 주도한 세포재생 실험 도중에 일어난 사건 때문에 티타늄에 비견될 만큼 단단한 피부와 괴력을 얻게 된다. 그는 보통의 삶으로 돌아가고 싶어 하지만, 도망자 신세로 자신의 능력을 숨기고 사람들을 피한다. 뉴욕 할렘에서 자기 자신의 결백을 증명하고 삶을 다시 찾기 위해 할렘 지역의 갱단을 비롯한 거대 권력에 맞서며 정의를 바로 세워야만 한다. 싸움을 원하는 건 아니지만 사람들에겐 영웅이 필요하다."
145,145,바바리안,/t/p/w94_and_h141_bestv2/sTg3BKkNueUbNPuIwoFLkxoR8iv.jpg,"10월 23, 2020","숲속 작은 마을에서 함께 자란 세 사람. 영원한 우정을 맹세했던 세 친구가 오랜 세월이 흐른 뒤 운명처럼 다시 만난다. 서기 9년, 게르마니아의 토이토부르크 숲에서. 세계 최고의 군대, 로마 군단의 거대한 병력과 함께."
146,146,영 로열스,/t/p/w94_and_h141_bestv2/8o3agKlXNOIjN2SdCdbjLH48GKk.jpg,"7월  1, 2021",명문 기숙 학교 힐레르스카에서 새로운 삶을 시작하는 스웨덴의 빌헬름 왕자. 하지만 마음이 시키는 대로 산다는 건 그리 쉬운 일이 아니다. 왕실의 의무를 짊어진 왕자라면 더더욱.
147,147,소년심판,/t/p/w94_and_h141_bestv2/sWhB5ufz3hrJQMtxxlQzqjlrv2l.jpg,"2월 25, 2022","소년범을 혐오하는 까칠한 판사가 지방법원 소년부에 부임한다. 복잡다단한 사건들을 다루며, 소년범에 대한 반감, 정의와 형벌에 대한 굳건한 신념 사이에서 균형을 잡아간다. 청소년 범죄율이 가장 높은 법원이라니 이제 법정의 칼바람은 예고된 것일까."
148,148,파이어플라이 레인,/t/p/w94_and_h141_bestv2/vJdhhyideVVOw9nT9kaD4yKD53z.jpg,"2월  3, 2021","어릴 적부터 삶의 모든 순간을 함께해온 두 여자. 숱한 고난을 견딘 그들의 우정에 위기가 찾아온다. 생각지도 못한 배신, 뼈아픈 상처. 그들은 다시 손을 잡을 수 있을까."
149,149,커뮤니티 스쿼드,/t/p/w94_and_h141_bestv2/jffhwRp7gdZKiUDelXQSg0jtT76.jpg,"2월 17, 2023",정보 없음
150,150,데빌 인 오하이오,/t/p/w94_and_h141_bestv2/AsdjYB61U8zVAsEyQgOebAjCoUN.jpg,"9월  2, 2022","정체불명의 사이비 종교 집단을 탈출한 소녀. 정신과 의사는 소녀를 보호하리라 결심했다. 그러나 소녀를 집에 들인 순간, 자신의 가족과 생명이 위협받기 시작했으니."
151,151,마이 네임,/t/p/w94_and_h141_bestv2/ncAKKmr1sfFhQvn6LeGTY2QBge.jpg,"10월 15, 2021",아빠를 잃었다. 그것도 바로 눈앞에서. 남은 딸은 결심한다. 반드시 내 손으로 복수하겠노라고. 목표를 위해서라면 방법은 상관없다. 마약 조직의 언더커버가 되어 경찰에 잠입하는 것이라 해도.
152,152,El marginal,/t/p/w94_and_h141_bestv2/p1GFsUK5nCVHYNtjRxoGyfGdD9C.jpg,"6월  2, 2016",정보 없음
153,153,트레일러 파크 보이즈,/t/p/w94_and_h141_bestv2/nIcIwVTYcZnW1BDzexGfFO7KmX1.jpg,"4월 22, 2001",노바스코샤 트레일러 파크에서 사기 행각을 벌이는 상습 경범죄자들이면서 오랜 친구인 세 명의 남자들이 술에 취해 벌이는 각종 크고 작은 사고에 관한 이야기.
154,154,풀러 하우스,/t/p/w94_and_h141_bestv2/gp9u9KgxQmk5zKBcup5J8cslikd.jpg,"2월 26, 2016",싱글맘인 DJ 태너-풀러의 세 아들 양육을 도우러 한 지붕 아래로 들어온 여동생 스테파니와 친구 키미. 이때부터 바람 잘 날 없는 태너 가족 이야기가 펼쳐진다.
155,155,고요의 바다,/t/p/w94_and_h141_bestv2/syYduNOCirN544TIQcdy0aOyXFp.jpg,"12월 24, 2021",각계 전문가들이 한 팀이 되어 달 탐사선에 오른다. 임무는 폐쇄된 연구기지에서 24시간 안에 중요 샘플을 회수하는 것. 대원들은 비밀에 잠긴 이 위험천만한 기밀 미션을 완수할 수 있을까.
156,156,패러다이스의 경찰들,/t/p/w94_and_h141_bestv2/desSj4kx0y9p61vm9QBE3Wm8GxK.jpg,"8월 31, 2018","패러다이스 경찰서의 열혈 신참 케빈. 동료들은 나사가 빠졌고, 서장은 어딘가 모자란데, 심지어 이 서장이 케빈 아빠? 오합지졸이지만 어쩌겠어, 지금부터 임무 시작이다!"
157,157,우리가 사랑에 빠졌던 모든 시간,/t/p/w94_and_h141_bestv2/8x9n8a83vRbTDDhI7u5QHFPfyjs.jpg,"2월 14, 2023","서로를 만난 이후, 사랑에 빠지고, 헤어지고, 다시 인연을 이어가는 과정을 반복해 온 훌리오와 이레네. 언젠가는 해피엔딩을 맞을 수 있을까?"
158,158,리디아 포에트의 법,/t/p/w94_and_h141_bestv2/nMukXo1oufnu2ehuiFEKFtCZS9T.jpg,"2월 15, 2023",변호사로 활동하기 위해 싸우는 동시에 살인 사건을 조사하는 리디아 포에트의 활약을 흥미진진하게 그린 시대극. 이탈리아 최초 여성 변호사의 실화를 모티브로 한 작품이다.
159,159,텔레토비,/t/p/w94_and_h141_bestv2/fETLDRm3d7ScIZT3Zu09LOUphw3.jpg,"11월 14, 2022","추억의 프로그램을 다채롭고 새롭게 제작한 시리즈. 보라돌이, 뚜비, 나나, 뽀와 함께 신나는 모험을 하며 새로운 것을 배워보세요!"
160,160,로크 앤 키,/t/p/w94_and_h141_bestv2/lKhF0QX724VS2QqBzSZ4KJif3Ny.jpg,"2월  7, 2020","끔찍한 아버지의 죽음을 뒤로하고, 새집으로 이사한 가족. 아버지 가문의 저택에서 기이한 열쇠를 발견한다. 강력한 힘과 비밀을 간직한 열쇠는 이들을 어디로 데려갈까."
161,161,좋아하면 울리는,/t/p/w94_and_h141_bestv2/ncJ7naaHoGabVHB4FriUXP9IW3t.jpg,"8월 22, 2019","누군가 나를 좋아한다. 반경 10m 안에 당신을 좋아하는 그 사람이 나에게 다가오면 알람이 울린다. 마음을 알려주는 앱 ‘좋알람’의 시대, 먹고사는 일이 가장 힘든 소녀 조조에게도 기적 같은 풋풋한 사랑이 찾아온다. 모델 출신 인기남 선오가 전학을 오게 되면서, 조조와 선오는 마음을 확인한다. 조조를 먼저 좋아하기 시작했던 혜영은 한 걸음 물러서지만 조조를 향한 마음을 포기하지 못하는데..."
162,162,퍼스트 킬,/t/p/w94_and_h141_bestv2/hwSy1vVaRzV70ZvAEsl6FGOHNlH.jpg,"6월 10, 2022","10대 소녀 줄리엣과 칼리오페. 둘이 사랑에 빠지는 건 쉽지 않아 보인다. 한 명은 뱀파이어, 다른 하나는 뱀파이어 사냥꾼이니까. 게다가 둘 다 첫 사냥을 치러야 하기에."
163,163,힐 하우스의 유령,/t/p/w94_and_h141_bestv2/yD3lvZNfnaXzlkK9UG72JrwxBFW.jpg,"10월 12, 2018","유령을 보았던 아이들, 유령과 살았던 아이들. 이제 어른이 되었는데도, 악몽은 그들을 떠나지 않는다. 그러니, 돌아가야 한다. 아직도 선명한 그 집의 그림자를 향해."
164,164,보스 베이비: 돌아온 보스,/t/p/w94_and_h141_bestv2/mUVZHkJPKDYgDy1dbDdi0Esj9eB.jpg,"4월  6, 2018",사업의 기술을 가르쳐줄까? 회사로 형을 데려간 보스 베이비. 나이만 많았지 갈 길이 먼 형을 조련하기 시작한다. 장편 애니메이션이 원작인 시리즈. 재미는 보장한다!
165,165,별나도 괜찮아,/t/p/w94_and_h141_bestv2/iZ10Q7bEBP5bYD8DpKIbsRxdpeC.jpg,"8월 11, 2017",자폐 스펙트럼 장애를 가진 10대 소년 샘은 어느 날 여친을 사귀겠노라 마음먹는다. 샘의 홀로서기로 인해 샘 바라기였던 가족들은 느닷없이 자아 찾기에 내몰린다.
166,166,퍼시픽 림: 어둠의 시간,/t/p/w94_and_h141_bestv2/zZyKvdT5oukcWZbcEp2G6ZlVu58.jpg,"3월  4, 2021","2021년 3월 Netflix에서 방영을 시작한 애니메이션. 과거 태평양 해저에서 잇따라 나타난 카이주를 요격하기 위해 인류는 거대한 로봇무기 예거를 개발했다. 시간은 흘러 이번에는 호주가 카이주에 습격당하고, 무방비였던 사람들은 이를 피하지 못하고 뿔뿔이 흩어지고 만다. 피난민 무리에서 뒤처진 소년 테일러와 여동생 헤일리는 노후화로 오랫동안 버려진 예거 조종법을 익히며 실낱같은 희망을 안고 실종된 부모를 찾는 결사의 여정을 떠난다."
167,167,줄리안 대왕 만세,/t/p/w94_and_h141_bestv2/tsE6Dbx7aejDDmAy4DX55YxE8pT.jpg,"12월 19, 2014","최우수 어린이 애니메이션으로 에미상을 수상한 작품. 마다가스카르의 춤꾼 줄리안 대왕이 정글에서 벌이는 황당무계, 왁자지껄 모험을 그렸다."
168,168,그레이스 앤 프랭키,/t/p/w94_and_h141_bestv2/3aD3PaSeF8eHJFLliLlWYw4EcPt.jpg,"5월  8, 2015",에미상 후보에 오른 시리즈. 고상한 그레이스와 괴짜 프랭키는 친구 사이는 아니지만 남편들이 서로에게 사랑에 빠져 그들을 떠나자 유대를 쌓기 시작한다.
169,169,카틀라,/t/p/w94_and_h141_bestv2/vRPDQP51i1Z2RuoIQaxVSj7Pd5R.jpg,"6월 17, 2021","빙저 화산 카틀라가 폭발하면서 재앙이 닥친 마을. 그 후 1년, 빙하에서 수수께끼의 존재가 등장하면서 주민들의 삶이 뒤집힌다. 화산재를 뒤집어쓴 채 알몸으로 나타난 그들의 정체는 무엇인가."
170,170,글리치,/t/p/w94_and_h141_bestv2/9tKVQXrbzytCzXeCSAE9p2m8Pbx.jpg,"10월  7, 2022","홍지효의 주변에는 오래전부터 외계인이 어슬렁거려 왔다. 애인이 실종되는 사건이 벌어지자 홍지효는 미스터리 동호회를 찾아 사건의 실마리를 찾으려 하고, 거기에서 중학교 동창 허보라를 만난다. 둘은 이제 기막힌 모험을 시작한다."
171,171,슬래셔,/t/p/w94_and_h141_bestv2/A4j6zNyypLbsn0vJfrajlgNazc5.jpg,"3월  4, 2016","돌아온 연쇄 살인범, 그리고 다시 시작된 선혈 낭자한 도륙의 시간. 과거와 현재가 뒤얽힌 두려움 속에 다음 희생자는 몸서리를 친다. 서로 다른 이야기에 담긴 공포의 전율."
172,172,굿 키즈 온 더 블록,/t/p/w94_and_h141_bestv2/aFHmGVDNLFmhLjDNbFuMSBOxUv5.jpg,"3월 16, 2018","우리의 우정, 영원히 지속될까? 프리리지 고등학교에 들어간 몬세와 친구들. 다가올 첫 경험에 가슴 뛰는 것도 잠시. 이들의 우정은 비밀과 거짓말의 장벽에 부딪힌다."
173,173,피지컬: 100,/t/p/w94_and_h141_bestv2/1nOSEftQdH3ftjSbhCDJyIReCR1.jpg,"1월 24, 2023",최고의 피지컬을 자랑하는 100인의 참가자. 연이은 험난한 대결에서 치열한 경쟁을 펼친다. 최후의 1인에게 주어지는 영예와 상금을 차지하기 위하여.
174,174,데빌맨 크라이베이비,/t/p/w94_and_h141_bestv2/tKPGUZZ7wIiirgYJr24irtwwV6N.jpg,"1월  5, 2018",악령이 몸에 들어왔으나 인간의 마음을 잃지 않고 인류를 지키려 애쓰는 내용의 애니메이션 영화
175,175,드래곤 프린스,/t/p/w94_and_h141_bestv2/d7PIRa6ez7ZEl9D4JUrnSsmcnVD.jpg,"9월 14, 2018",다시 인간과 엘프 간의 전쟁이 시작된다. 놀라운 비밀을 알게 된 두 명의 인간 왕자와 엘프 자객. 두 왕국의 숨겨진 진실을 밝히자! 한뜻이 된 그들은 함께 모험을 떠난다.
176,176,살색의 감독 무라니시,/t/p/w94_and_h141_bestv2/33KhH1Z37imEqAuZWyBIXO8Lpz4.jpg,"8월  8, 2019","1980년대 일본, 한 남자가 뜻을 세운다. 이 살색의 산업에 혁명을 일으키리라. 위기를 기회로 바꾸며, 앞으로 앞으로 전진하는 이 남자. 그의 이름은 무라니시 도루."
177,177,블랙 썸머,/t/p/w94_and_h141_bestv2/d27fZpY8jSZDOs1k0JCL0RY0b94.jpg,"4월 11, 2019","좀비 대재앙이 세상을 뒤덮은 암흑의 시대. 인류는 절멸의 위기에 처하고, 얼마 안 되는 생존자들은 서로 힘을 모은다. 끝까지 살아남아 사랑하는 이들에게 돌아가기 위해."
178,178,자정 클럽,/t/p/w94_and_h141_bestv2/2Y4F9BHkacKIMnDBZI3GGKpG1If.jpg,"10월  7, 2022","말기 환자인 청소년들을 위한 호스피스 시설. 이곳의 특별한 클럽에서 회원들이 섬뜩한 약속을 한다. 바로, 먼저 죽는 사람이 저세상에서 신호를 보내야 한다는 것."
179,179,인간 vs 벌,/t/p/w94_and_h141_bestv2/74kkM7E5IymHl7ZS4XugP6YT3zU.jpg,"6월 24, 2022","집주인을 대신해 럭셔리한 맨션을 관리하게 된 어리바리한 아빠, 트레버. 교활한 벌 한 마리를 잡고 싶었을 뿐인데, 집 안에 엄청난 재앙을 불러오고 말았다!"
180,180,하이 히트,/t/p/w94_and_h141_bestv2/nDZNkLzQBhWUxBgI8ARCFmqnblm.jpg,"8월 17, 2022","형이 살해된 사건의 진실을 쫓던 폰초. 소방서에 잠입해 비밀 조사를 이어가던 중, 사랑하는 사람과 가족을 만나고 마침내 연쇄 살인범을 맞닥뜨린다."
181,181,더 몰,/t/p/w94_and_h141_bestv2/uhUPGELqpHJ3hoeO5DjOwlDRpwe.jpg,"10월  7, 2022",주어진 챌린지를 성공적으로 완수해야 하는 12명의 참가자들. 동시에 임무를 방해하는 것이 목적인 첩자가 누구인지도 밝혀내야 한다. 고전적인 경쟁 리얼리티 시리즈의 리메이크작.
182,182,팬텀 퍼피스,/t/p/w94_and_h141_bestv2/kqGRszJ2JyXtRTVDmGGyrwM0sJD.jpg,"9월 30, 2022",귀신이 나온다는 집으로 이사한 소년과 가족. 그런데 그곳엔 무서운 귀신 대신 귀여운 강아지 유령 셋이 살고 있다. 유령 삼총사가 다시 진짜 강아지로 돌아오도록 소년이 도와줄 수 있을까?
183,183,살인을 말하다: 존 웨인 게이시 테이프,/t/p/w94_and_h141_bestv2/dc9IY0ZT2T3gw0RfjmQdsoWp992.jpg,"4월 20, 2022",그는 유력 인사들과 만찬을 즐겼다. 동시에 취약한 이들을 먹잇감 삼았다. 미소 짓는 얼굴 뒤에 소름 끼치는 어둠을 감추고 있었던 가학적인 연쇄 살인마의 초상.
184,184,애나 만들기,/t/p/w94_and_h141_bestv2/4p3gJ9Ac0DfEyHf8mrbcmhUoby8.jpg,"2월 11, 2022","뉴욕 사교계에 등장한 상속녀, 애나 델비. 인스타그램을 달군 그녀는 상류층 사람들의 마음을 훔치고 돈까지 훔친다. 그리고 이 사건은 한 저널리스트의 시선을 끈다."
185,185,장화신은 고양이의 신나는 모험,/t/p/w94_and_h141_bestv2/uHpUlyWCqXXUDY7zekQdJmf6QkP.jpg,"1월 16, 2015","자칭 세계 최고의 고양이 검투사, 사랑꾼, 그리고 우유 매니아가 신나고 짜릿한 모험의 여정을 떠난다. 온 가족 모두 시청할 수 있는 애니메이션 코미디 시리즈."
186,186,탑 보이,/t/p/w94_and_h141_bestv2/cfqHWQQDwvKT8Xoe0AXzHBXcF1u.jpg,"9월 13, 2019","약과 갱의 법칙이 지배하는 이스트 런던 빈민가. 마약을 팔거나 아니면 죽거나, 누구도 안심할 수 없다. 3년 동안 빼앗겼던 왕좌를 되찾으러 두셰인이 돌아온다."
187,187,더 랜치,/t/p/w94_and_h141_bestv2/lrbHBAxF9Ir83rxgeBrfmEJriLt.jpg,"4월  1, 2016",콜트의 프로 선수 생활은 성공적이지 못했다. 이제 그는 아버지와 형이 운영하는 망하기 직전의 농장일을 도우면서 가족과 함께 사는 방법을 배우는 중이다.
188,188,안녕 여름,/t/p/w94_and_h141_bestv2/op0OFYbNI1eH7JH5WeQqkAjSUME.jpg,"4월 29, 2020","여름이 싫은 서머, 밴드 멤버인 아빠는 투어를 떠나고 피서객들의 요란한 파티도 지겹다. 모터사이클 레이서 알레, 사고 후의 이 계절이 가혹하기만 하다. 그리고 여름 한가운데서 만난 두 사람. 이제 멈출 수 없는 설렘이 시작된다."
189,189,도타: 용의 피,/t/p/w94_and_h141_bestv2/s1wP1YeQS9fgSHiXZ3yJb2ufB2D.jpg,"3월 25, 2021",악마를 물리치려다 전설의 용과 하나가 된 남자. 용맹함 속에 두려움과 혼란을 숨긴 용기사. 그가 운명과 진실의 모험을 시작한다. 온라인 게임 원작의 판타지 대서사시.
190,190,조용한 희망,/t/p/w94_and_h141_bestv2/4brWcSXdH31BZUTtRTHj2BYFe6M.jpg,"10월  1, 2021",내 이름은 알렉스. 아이 아빠의 정신적 학대를 피해 딸을 데리고 도망쳤다. 이제 나는 여자이자 엄마로서 세상에 정착해 홀로 육아를 하고 미래를 준비해야 한다. 궂은일을 해서라도 반드시.
191,191,니미소시흔미,/t/p/w94_and_h141_bestv2/vvkzt9lTgTaznMHNIpqHNge8cl6.jpg,"6월 23, 2021",경쟁이 매우 치열한 e스포츠 세계에서 모두 남성으로만 구성된 ZGDX 팀은 최고의 팀이다. 팀을 아끼고 사랑하는 여성 팬 부대가 어디든 따라다닌다. 하지만 팀의 스타 플레이어 중 한 명이 손에 부상을 당했을 때 키크고 잘생겼지만 까다로운 성미로 악명높은 ZGDX 주장 루시쳉(쉬카이)은 서둘러 교체선수를 뽑으려 하지 않는다.
192,192,잭 모턴과 언더월드,/t/p/w94_and_h141_bestv2/x8vDUOvladgjJo8sdNpRelm4lSC.jpg,"3월  7, 2019","대학 신입생 잭 모턴은 신비한 비밀결사의 일원이 된다. 그 앞에 펼쳐진 어둠의 세계, 늑대 인간과 흑마법이 뒤엉킨 치열한 전투. 잭을 뒤쫓는 치명적인 적은 누구일까."
193,193,어둠 속의 미사,/t/p/w94_and_h141_bestv2/iYoMZYVD775MtBYJfv6OGY1FsnL.jpg,"9월 24, 2021","서서히 폐허가 되어 가고 있는 마을. 희망을 잃은 이곳에 열정 넘치는 젊은 신부가 부임한다. 희미해진 믿음을 다시 굳건히 하고, 눈앞에서 기적을 행하는 신부. 그것은 진정한 구원이었을까."
194,194,데드 투 미,/t/p/w94_and_h141_bestv2/8zJkzL1Zs3OW1KA8obSlUd58BRi.jpg,"5월  3, 2019",예민하고 깐깐한 미망인과 놀라운 비밀을 간직한 채 살아가는 자유분방한 여성. 정반대의 두 사람이 만나 생각지도 못한 강렬한 우정을 꽃피운다. 어두운 코미디 시리즈.
195,195,뤼딕,/t/p/w94_and_h141_bestv2/pNdYJdE1sSACnjgWjnIJAm7lfiV.jpg,"8월 26, 2022",가구 사업을 이끄는 거물. 그의 가족이 납치되는 사건이 벌어지고. 가족을 구하려면 은밀히 손대고 있던 다이아몬드 밀수업을 이용해 국경 너머로 총기를 수송해야 하는데.
196,196,천공 침범,/t/p/w94_and_h141_bestv2/tAECSui9V4CtOZBwKJAfQH4M2Di.jpg,"2월 25, 2021","주인공 혼죠 유리는 자기도 모르는 새에 어느 건물 안에 갇혀 있고, 눈앞에서는 가면을 쓴 남자가 사람을 죽이고 있었다. 놀라 도망가려 했지만 건물의 밑으로 도망가는 길은 없고, 유일한 탈출구인 옥상으로 가니 주변은 사람의 흔적이 없는 고층빌딩 투성이. 오빠와의 통화를 통해 이 세계의 간단한 설명을 듣던 중 가면남자의 습격을 받아 휴대폰을 놓쳐 빌딩 밑으로 떨어뜨리고, 줄다리를 통해 옆 빌딩으로 가다가 가면남자가 다시 습격한다. 그러다 남자는 떨어지고 이제 유리는 혼자가 되었으나 오빠를 만나기 위해 움직인다."
197,197,연애대전,/t/p/w94_and_h141_bestv2/wSZlj7ZvGsfocV1t8gvTk3cCmVp.jpg,"2월 10, 2023",남자에게 지기 싫어하는 변호사와 여자를 믿지 못하는 톱배우. 이들에게 사랑은 아무런 의미가 없었다. 원하지 않은 연애를 시작하기 전까진.
198,198,언브레이커블 키미 슈미트,/t/p/w94_and_h141_bestv2/eMFHl0HyLg7k04OVeE4xPvT6XhY.jpg,"3월  6, 2015","컬트 종교 집단에서 생활한 지 15년만에 집단에서 벗어나게 된 키미. '컬트에서 벗어난 여자들'로 아침 프로그램 인터뷰를 한 후, 인디애나 주로 돌아가려는 다른 사람들과 달리, 키미는 뉴욕에 남아서 새로운 삶을 살고자 한다. 백팩, 운동화, 도서관 반납 기한이 한참 지난 책 몇 권, 그리고 구조펀드에서 받은 현금뭉치와 함께."
199,199,유령인데 어쩌라고,/t/p/w94_and_h141_bestv2/stBtjPLGrl7uAL76w5VkZJjKq87.jpg,"7월  8, 2022",고등학교 졸업을 앞둔 단짝 에리카와 지아. 학교에서 눈에 띄어보는 게 마지막 소원이다. 하지만 둘 중 하나가 유령이 되어버린다면? 할 수 있을 때 최대한 인생을 즐길 수밖에.
200,200,OA,/t/p/w94_and_h141_bestv2/rueY4slMeKtTGitm0raFUJvgaa5.jpg,"12월 16, 2016",7년 동안 실종되었다가 돌아온 프레이리. 다른 세상에 다녀온 그녀가 스스로를 '오에이'라 부르며 들려주는 이야기. 5명만이 들을 수 있는 그것은 처절한 싸움의 경험.
201,201,버진리버,/t/p/w94_and_h141_bestv2/jSm9HdxUy9PpsJt0mVAQ0y7gbDJ.jpg,"12월  6, 2019",삶의 변화가 필요한 간호사 멜. 그녀는 LA를 떠나 캘리포니아의 외딴 마을로 이주한다. 대도시와는 너무도 다른 동네 버진리버. 이곳에서 모든 걸 새로 시작할 수 있을까.
202,202,수호자,/t/p/w94_and_h141_bestv2/w6Q2bUSelYVIpmgjKa0jhX7iprA.jpg,"12월 14, 2018","이스탄불의 청년이 예상치 못한 운명을 마주한다. 바로 고대로부터 내려온 수호자의 임무! 부모님이 남긴 유일한 유품, 거기에 깃든 신비로운 힘. 이제 그는 평범한 삶으로 돌아갈 수 없다. 그가 걸어야 할 수호자의 길. 도시를 위협하는 불멸자의 마수에 맞서는 영웅의 싸움을 그린 현대 판타지 액션."
203,203,누가 사라를 죽였을까,/t/p/w94_and_h141_bestv2/dXIXXFQmnozQl2ZJ7rM4oMI2zjy.jpg,"3월 24, 2021",반드시 복수해야 한다. 그리고 누명을 벗어야 한다. 여동생을 살해한 혐의로 억울한 감옥살이를 한 사나이. 그가 진짜 범인을 세상에 드러내려 치밀한 계획을 차근차근 실행에 옮긴다.  그 뒤에 숨은 거대한 비밀을 알지 못한 채.
204,204,베이비,/t/p/w94_and_h141_bestv2/oZsv5zStw14JI8wZUCUFF6eilaK.jpg,"11월 30, 2018","아이들이 일탈한다. 억압과 싸우기 위해, 진짜 '나'를 찾기 위해, 내 욕망과 만나기 위해. 로마 상류층의 실화를 바탕으로 했다. 대담한 십 대들의 충격적 성장 드라마."
205,205,마블 디펜더스,/t/p/w94_and_h141_bestv2/gSJVIPyqgrFG0nETGqXWPAG7nbF.jpg,"8월 18, 2017","2017년 8월 Netflix에서 방영을 시작한 드라마. 뉴욕 시를 위협하는 사악한 음모에 맞설 구원자는 오직 이들 뿐. 데어데블, 제시카 존스, 루크 케이지, 아이언 피스트. 4인의 히어로에게 뉴욕의 운명을 맡긴다. 핸드의 흔적을 쫓는 대니는 체이스트의 일원을 찾아내지만 의문의 여검객에게 당한 후다. 출소한 루크 케이지는 할렘으로 되돌아온다. 맷 머독은 데어데블로써의 삶이 그립지 않다고 하지만, 도움의 소리와 엘렉트라의 기억으로 괴로워 한다. 제시카 존스에게 남편이 실종되었다는 의뢰인이 찾아오고, 의뢰를 맡지 말라는 협박 전화가 걸려오자 심상치 않음을 느끼고 수사를 시작한다."
206,206,록우드 심령 회사,/t/p/w94_and_h141_bestv2/lxWSGo8D6MbFbQmM9tqhbaG80TP.jpg,"1월 27, 2023","무시무시한 유령들이 들끓는 런던. 특별한 능력을 가진 두 소년이 운영하는 작은 유령 사냥 에이전시에, 비범한 초능력을 지닌 소녀가 합류한다."
207,207,바다늑대의 섬,/t/p/w94_and_h141_bestv2/czorJe5tld7NUBwZubwxDZksxrL.jpg,"10월 11, 2022",수많은 생명의 터전 바다. 그 바다로 둘러싸인 경이로운 야생의 밴쿠버섬을 탐험해보자. 물고기 잡는 독수리부터 차디찬 바다를 헤엄치는 바다 늑대까지 다양한 동물을 만나게 된다.
208,208,카르멘 산디에고,/t/p/w94_and_h141_bestv2/jpis9X6awQ1X5MBm9eHRUc0N0pu.jpg,"1월 18, 2019","마음먹은 것은 뭐든 훔칠 수 있는 카르멘 산디에고. 하지만 그녀는 자신의 능력을 좋은 곳에 쓰려 한다. 멋진 친구들과 함께, 사악한 범죄 집단 바일의 음모를 막아라!"
209,209,퍼펙트 매치,/t/p/w94_and_h141_bestv2/towkpRBUUZlTK4DUcAmuYRmziDQ.jpg,"2월 14, 2023",서로의 궁합을 증명한 커플에겐 다른 커플을 성사시키거나 깨트릴 수 있는 힘이 생긴다! 전략적이고 유혹적인 데이트 경쟁 시리즈.
210,210,사랑의 이해,/t/p/w94_and_h141_bestv2/dtqNXe8whqJPbEEVluGThB0jQa3.jpg,"12월 21, 2022","창립 99주년을 맞은 나라은행 영포점을 배경으로, 네 남녀의 발칙하고 속물적이고 사실적인 사내연애를 그린 연애 치정 느와르 드라마"
211,211,더 패뷸러스,/t/p/w94_and_h141_bestv2/9ST1FIXudsnd0MfvJRG88iVCLrg.jpg,"12월 23, 2022","까다로운 패션의 세계를 배경으로 열정 넘치는 밀레니얼 세대의 꿈과 사랑, 우정을 다룬 로맨틱 코미디. 그곳에서 균형을 찾으려는 청춘들의 분투가 펼쳐진다."
212,212,La Reina de Las Indias y el Conquistador,/t/p/w94_and_h141_bestv2/fA6mlf3NzOc4mwfbvfVaRs4ECoN.jpg,"5월 20, 2020",정보 없음
213,213,스페이스 포스,/t/p/w94_and_h141_bestv2/zgu3p4NvisS8CI68cUfBKbvAvu8.jpg,"5월 29, 2020","막 4성 장군이 됐다. 미군에 신설된 우주군의 대장이 됐다. 이제 하늘로 날아오르기만 하면 된다. 그런데 공군에게 무시당하고, 과학팀장과는 어긋나고. 진짜 폭발하겠네!"
